paperId,finding_no,YOUR_VERDICT,YOUR_NOTES,title,study_type,sample_size,population,citations,age_min_months,age_max_months,age_basis,age_quote,age_quote_check,funding,assumptions,n_findings,extractor_notes,exposure,comparator,outcome,outcome_desirable,effect,effect_size,effect_size_check,finding,abstract
W4382632136,3,,,Food allergy prevention: Where are we in 2023?,review,not stated,pregnant/breastfeeding women and infants (food allergy prevention),20,,,unknown,,,not stated,"breastfeeding is recommended for its many health benefits to mother and child | pregnant and breastfeeding women are not recommended to exclude any food allergens from their diet | there is no recommendation for using any infant formula, including hydrolyzed formulas, for allergy prevention",3,Narrative state-of-the-art review mixing evidence statements with recommendations.,Western diet and foods high in advanced glycation end products,,food allergies,bad,increased,,,Consumption of Western-diet foods high in advanced glycation end products may be associated with increased food allergies.,"Food allergy prevention involves recommendations to the maternal diet during pregnancy and breast feeding, early life feeding and introduction of solid foods. Pregnant and breastfeeding women are not recommended to exclude any food allergens from their diet, but data are lacking to support active consumption of food allergens for prevention of food allergy. Breastfeeding is recommended for the many health benefits to the mother and child but has not shown any association with reduction in childhood food allergies. There is currently no recommendation regarding the use of any infant formula for allergy prevention, including the use of partially or extensively hydrolyzed formulas. Once the introduction of solid food commences, based on randomized controlled trials, it is advised to actively introduce peanuts and egg early into the infant diet and continue with consumption of these. Although there are limited data with respect to other major food allergens and whether early introduction may prevent allergy development, there is no need to delay the introduction of these allergens into the infant diet. Interpreting food allergen consumption in the context of cultural food practices has not been studied, but it makes sense to introduce the infant to family foods by 1 year of age. Consumption of foods typical of the Western diet and foods high in advanced glycation end products may be associated with an increase in food allergies. Similarly, intake of micronutrients, such as vitamin D and omega-3 fatty acids in both the maternal and infant diet, needs further clarification in the context of food allergy prevention."
W4392911873,1,,,Disruption of Circadian Sleep/Wake Rhythms in Infants May Herald Future Development of Autism Spectrum Disorder,case-control,305,children with ASD and nursery-school controls,9,0,60,stated,"in infancy (<1 years of age), at 1-3 years, and at 3-5 years",ok,not stated,,5,"Retrospective parental questionnaire (160 ASD, 145 controls); sleep in infancy reported after diagnosis, so recall bias possible; country not explicitly stated (cities K, H, T).",short sleep periods (<8 h) before age 3,longer sleep,later autism spectrum disorder diagnosis,bad,increased,,,Short sleep under 8 hours before age 3 was associated with increased future ASD prevalence.,"We investigated whether the abnormal rhythms in infants are related to the future development of autism spectrum disorder (ASD), using a questionnaire from September to October 2016. The parents of 160 children with ASD (male, n = 123; female, n = 37) were recruited from two hospitals in K and H cities, and as a control group, 145 children (male, n = 75; female, n = 70) were recruited from four nursery schools in T city. The associations between ASD and bedtime and waking time on weekdays and weekends in infancy (<1 years of age), at 1-3 years, and at 3-5 years of ages were studied using a multivariable logistic regression analysis. In particular, at <3 years of age, the following factors were associated with an increased prevalence of ASD in the future: (1) short sleep periods (<8 h); (2) taking a long time to fall asleep (>60 min); (3) sleep beginning after 22:00; (4) a wake-up time after 08:00; and (5) frequent (>3 times) and long-term awakening periods (>60 min). The misalignment and/or shift of the circadian rhythm in infants may be one of the precursors and/or risk factors for the future development of ASD."
W4392911873,2,,,Disruption of Circadian Sleep/Wake Rhythms in Infants May Herald Future Development of Autism Spectrum Disorder,case-control,305,children with ASD and nursery-school controls,9,0,60,stated,"in infancy (<1 years of age), at 1-3 years, and at 3-5 years",ok,not stated,,5,"Retrospective parental questionnaire (160 ASD, 145 controls); sleep in infancy reported after diagnosis, so recall bias possible; country not explicitly stated (cities K, H, T).",taking a long time to fall asleep (>60 min) before age 3,shorter sleep latency,later autism spectrum disorder diagnosis,bad,increased,,,Sleep latency over 60 minutes before age 3 was associated with increased future ASD prevalence.,"We investigated whether the abnormal rhythms in infants are related to the future development of autism spectrum disorder (ASD), using a questionnaire from September to October 2016. The parents of 160 children with ASD (male, n = 123; female, n = 37) were recruited from two hospitals in K and H cities, and as a control group, 145 children (male, n = 75; female, n = 70) were recruited from four nursery schools in T city. The associations between ASD and bedtime and waking time on weekdays and weekends in infancy (<1 years of age), at 1-3 years, and at 3-5 years of ages were studied using a multivariable logistic regression analysis. In particular, at <3 years of age, the following factors were associated with an increased prevalence of ASD in the future: (1) short sleep periods (<8 h); (2) taking a long time to fall asleep (>60 min); (3) sleep beginning after 22:00; (4) a wake-up time after 08:00; and (5) frequent (>3 times) and long-term awakening periods (>60 min). The misalignment and/or shift of the circadian rhythm in infants may be one of the precursors and/or risk factors for the future development of ASD."
W4392911873,3,,,Disruption of Circadian Sleep/Wake Rhythms in Infants May Herald Future Development of Autism Spectrum Disorder,case-control,305,children with ASD and nursery-school controls,9,0,60,stated,"in infancy (<1 years of age), at 1-3 years, and at 3-5 years",ok,not stated,,5,"Retrospective parental questionnaire (160 ASD, 145 controls); sleep in infancy reported after diagnosis, so recall bias possible; country not explicitly stated (cities K, H, T).",sleep beginning after 22:00 before age 3,earlier bedtime,later autism spectrum disorder diagnosis,bad,increased,,,Bedtime after 22:00 before age 3 was associated with increased future ASD prevalence.,"We investigated whether the abnormal rhythms in infants are related to the future development of autism spectrum disorder (ASD), using a questionnaire from September to October 2016. The parents of 160 children with ASD (male, n = 123; female, n = 37) were recruited from two hospitals in K and H cities, and as a control group, 145 children (male, n = 75; female, n = 70) were recruited from four nursery schools in T city. The associations between ASD and bedtime and waking time on weekdays and weekends in infancy (<1 years of age), at 1-3 years, and at 3-5 years of ages were studied using a multivariable logistic regression analysis. In particular, at <3 years of age, the following factors were associated with an increased prevalence of ASD in the future: (1) short sleep periods (<8 h); (2) taking a long time to fall asleep (>60 min); (3) sleep beginning after 22:00; (4) a wake-up time after 08:00; and (5) frequent (>3 times) and long-term awakening periods (>60 min). The misalignment and/or shift of the circadian rhythm in infants may be one of the precursors and/or risk factors for the future development of ASD."
W4392911873,4,,,Disruption of Circadian Sleep/Wake Rhythms in Infants May Herald Future Development of Autism Spectrum Disorder,case-control,305,children with ASD and nursery-school controls,9,0,60,stated,"in infancy (<1 years of age), at 1-3 years, and at 3-5 years",ok,not stated,,5,"Retrospective parental questionnaire (160 ASD, 145 controls); sleep in infancy reported after diagnosis, so recall bias possible; country not explicitly stated (cities K, H, T).",wake-up time after 08:00 before age 3,earlier waking,later autism spectrum disorder diagnosis,bad,increased,,,Waking after 08:00 before age 3 was associated with increased future ASD prevalence.,"We investigated whether the abnormal rhythms in infants are related to the future development of autism spectrum disorder (ASD), using a questionnaire from September to October 2016. The parents of 160 children with ASD (male, n = 123; female, n = 37) were recruited from two hospitals in K and H cities, and as a control group, 145 children (male, n = 75; female, n = 70) were recruited from four nursery schools in T city. The associations between ASD and bedtime and waking time on weekdays and weekends in infancy (<1 years of age), at 1-3 years, and at 3-5 years of ages were studied using a multivariable logistic regression analysis. In particular, at <3 years of age, the following factors were associated with an increased prevalence of ASD in the future: (1) short sleep periods (<8 h); (2) taking a long time to fall asleep (>60 min); (3) sleep beginning after 22:00; (4) a wake-up time after 08:00; and (5) frequent (>3 times) and long-term awakening periods (>60 min). The misalignment and/or shift of the circadian rhythm in infants may be one of the precursors and/or risk factors for the future development of ASD."
W4392911873,5,,,Disruption of Circadian Sleep/Wake Rhythms in Infants May Herald Future Development of Autism Spectrum Disorder,case-control,305,children with ASD and nursery-school controls,9,0,60,stated,"in infancy (<1 years of age), at 1-3 years, and at 3-5 years",ok,not stated,,5,"Retrospective parental questionnaire (160 ASD, 145 controls); sleep in infancy reported after diagnosis, so recall bias possible; country not explicitly stated (cities K, H, T).",frequent (>3 times) and long-term awakening periods (>60 min) before age 3,fewer/shorter awakenings,later autism spectrum disorder diagnosis,bad,increased,,,"Frequent, long night awakenings before age 3 were associated with increased future ASD prevalence.","We investigated whether the abnormal rhythms in infants are related to the future development of autism spectrum disorder (ASD), using a questionnaire from September to October 2016. The parents of 160 children with ASD (male, n = 123; female, n = 37) were recruited from two hospitals in K and H cities, and as a control group, 145 children (male, n = 75; female, n = 70) were recruited from four nursery schools in T city. The associations between ASD and bedtime and waking time on weekdays and weekends in infancy (<1 years of age), at 1-3 years, and at 3-5 years of ages were studied using a multivariable logistic regression analysis. In particular, at <3 years of age, the following factors were associated with an increased prevalence of ASD in the future: (1) short sleep periods (<8 h); (2) taking a long time to fall asleep (>60 min); (3) sleep beginning after 22:00; (4) a wake-up time after 08:00; and (5) frequent (>3 times) and long-term awakening periods (>60 min). The misalignment and/or shift of the circadian rhythm in infants may be one of the precursors and/or risk factors for the future development of ASD."
W4398133642,1,,,Cognitive control in infancy: Attentional predictors using a tablet‐based measure,cohort,60,infants followed longitudinally from 5 to 24 months,1,5,24,stated,"assessed at 5-, 8-, 12-, 18- and 24-month",ok,not stated,cognitive control is a predictor of later-life outcomes and may underpin higher order executive processes,4,Country not stated; opposite-direction attention effects at different ages.,tablet-based cognitive control task,,psychometric performance of the task,good,unclear,,,"The task showed good internal consistency, sensitivity to age-related change and stable individual differences.","Cognitive control is a predictor of later-life outcomes and may underpin higher order executive processes. The present study examines the development of early cognitive control during the first 24-month. We evaluated a tablet-based assessment of cognitive control among infants aged 18- and 24-month. We also examined concurrent and longitudinal associations between attentional disengagement, general cognitive skills and cognitive control. Participants (N = 60, 30 female) completed the tablet-task at 18- and 24-month of age. Attentional disengagement and general cognitive development were assessed at 5-, 8-, 12-, 18- and 24-month using an eye-tracking measure and the Mullen Scales of Early Learning (MSEL), respectively. The cognitive control task demonstrated good internal consistency, sensitivity to age-related change in performance and stable individual differences. No associations were found between infant cognitive control and MSEL scores longitudinally or concurrently. The eye-tracking task revealed that slower attentional disengagement at 8-month, but faster disengagement at 18-month, predicted higher cognitive control scores at 24-month. This task may represent a useful tool for measuring emergent cognitive control. The multifaceted relationship between attention and infant cognitive control suggests that the rapid development of the attentional system in infancy results in distinct attentional skills, at different ages, being relevant for cognitive control development."
W4398133642,2,,,Cognitive control in infancy: Attentional predictors using a tablet‐based measure,cohort,60,infants followed longitudinally from 5 to 24 months,1,5,24,stated,"assessed at 5-, 8-, 12-, 18- and 24-month",ok,not stated,cognitive control is a predictor of later-life outcomes and may underpin higher order executive processes,4,Country not stated; opposite-direction attention effects at different ages.,infant cognitive control,,Mullen Scales of Early Learning scores,good,no_change,,,No associations were found between cognitive control and MSEL scores longitudinally or concurrently.,"Cognitive control is a predictor of later-life outcomes and may underpin higher order executive processes. The present study examines the development of early cognitive control during the first 24-month. We evaluated a tablet-based assessment of cognitive control among infants aged 18- and 24-month. We also examined concurrent and longitudinal associations between attentional disengagement, general cognitive skills and cognitive control. Participants (N = 60, 30 female) completed the tablet-task at 18- and 24-month of age. Attentional disengagement and general cognitive development were assessed at 5-, 8-, 12-, 18- and 24-month using an eye-tracking measure and the Mullen Scales of Early Learning (MSEL), respectively. The cognitive control task demonstrated good internal consistency, sensitivity to age-related change in performance and stable individual differences. No associations were found between infant cognitive control and MSEL scores longitudinally or concurrently. The eye-tracking task revealed that slower attentional disengagement at 8-month, but faster disengagement at 18-month, predicted higher cognitive control scores at 24-month. This task may represent a useful tool for measuring emergent cognitive control. The multifaceted relationship between attention and infant cognitive control suggests that the rapid development of the attentional system in infancy results in distinct attentional skills, at different ages, being relevant for cognitive control development."
W4398133642,3,,,Cognitive control in infancy: Attentional predictors using a tablet‐based measure,cohort,60,infants followed longitudinally from 5 to 24 months,1,5,24,stated,"assessed at 5-, 8-, 12-, 18- and 24-month",ok,not stated,cognitive control is a predictor of later-life outcomes and may underpin higher order executive processes,4,Country not stated; opposite-direction attention effects at different ages.,slower attentional disengagement at 8 months,faster disengagement,cognitive control scores at 24 months,good,increased,,,Slower attentional disengagement at 8 months predicted higher cognitive control at 24 months.,"Cognitive control is a predictor of later-life outcomes and may underpin higher order executive processes. The present study examines the development of early cognitive control during the first 24-month. We evaluated a tablet-based assessment of cognitive control among infants aged 18- and 24-month. We also examined concurrent and longitudinal associations between attentional disengagement, general cognitive skills and cognitive control. Participants (N = 60, 30 female) completed the tablet-task at 18- and 24-month of age. Attentional disengagement and general cognitive development were assessed at 5-, 8-, 12-, 18- and 24-month using an eye-tracking measure and the Mullen Scales of Early Learning (MSEL), respectively. The cognitive control task demonstrated good internal consistency, sensitivity to age-related change in performance and stable individual differences. No associations were found between infant cognitive control and MSEL scores longitudinally or concurrently. The eye-tracking task revealed that slower attentional disengagement at 8-month, but faster disengagement at 18-month, predicted higher cognitive control scores at 24-month. This task may represent a useful tool for measuring emergent cognitive control. The multifaceted relationship between attention and infant cognitive control suggests that the rapid development of the attentional system in infancy results in distinct attentional skills, at different ages, being relevant for cognitive control development."
W4398133642,4,,,Cognitive control in infancy: Attentional predictors using a tablet‐based measure,cohort,60,infants followed longitudinally from 5 to 24 months,1,5,24,stated,"assessed at 5-, 8-, 12-, 18- and 24-month",ok,not stated,cognitive control is a predictor of later-life outcomes and may underpin higher order executive processes,4,Country not stated; opposite-direction attention effects at different ages.,faster attentional disengagement at 18 months,slower disengagement,cognitive control scores at 24 months,good,increased,,,Faster attentional disengagement at 18 months predicted higher cognitive control at 24 months.,"Cognitive control is a predictor of later-life outcomes and may underpin higher order executive processes. The present study examines the development of early cognitive control during the first 24-month. We evaluated a tablet-based assessment of cognitive control among infants aged 18- and 24-month. We also examined concurrent and longitudinal associations between attentional disengagement, general cognitive skills and cognitive control. Participants (N = 60, 30 female) completed the tablet-task at 18- and 24-month of age. Attentional disengagement and general cognitive development were assessed at 5-, 8-, 12-, 18- and 24-month using an eye-tracking measure and the Mullen Scales of Early Learning (MSEL), respectively. The cognitive control task demonstrated good internal consistency, sensitivity to age-related change in performance and stable individual differences. No associations were found between infant cognitive control and MSEL scores longitudinally or concurrently. The eye-tracking task revealed that slower attentional disengagement at 8-month, but faster disengagement at 18-month, predicted higher cognitive control scores at 24-month. This task may represent a useful tool for measuring emergent cognitive control. The multifaceted relationship between attention and infant cognitive control suggests that the rapid development of the attentional system in infancy results in distinct attentional skills, at different ages, being relevant for cognitive control development."
W4402498924,1,,,Weekend screen use of parents and children associates with child language skills,cross-sectional,421,Estonian children aged 2;5-4;0 and their parents,9,29,48,stated,aged 2;5 to 4;0,ok,not stated,,4,Ages 2;5-4;0 in year;month notation converted to 29-48 months; language skills were mother-reported (CDI-III).,children's total weekend screen time,less screen time,vocabulary and grammatical skills,good,decreased,,,Higher total child screen time was linked to poorer mother-reported vocabulary and grammatical skills.,"Introduction The study examined the relationship between screen time and types of screen activities engaged in by children, mothers, and fathers on weekends, and its association with mother-reported vocabulary and grammatical skills of children aged 2;5 to 4;0. Methods Mothers reported the language skills of 421 children (M age = 38.18 months; SD = 5.73) by the Estonian CDI-III, and the screen use of children, mothers, and fathers by the Screen Time Inventory. We applied Latent Class Analysis (LCA) to analyze the screen time of children, mothers, and fathers, aiming to identify common family screen use profiles. Results The results showed that higher total screen time of children was linked to poorer vocabulary and grammatical skills. None of the screen-based activities that children, mothers, and fathers engaged in, including co-viewing of screens and socializing time, were found to positively relate to language skills. Playing video games was negatively associated with children's language skills, regardless of whether it was the child, mother, or father gaming. LCA identified 3 distinct family screen use profiles (low, moderate, and high users) which differed by parental education, screen-based activities, and children's language skills. Discussion The findings underscore the significance of family-based interventions when addressing screen time within the context of child language development."
W4402498924,2,,,Weekend screen use of parents and children associates with child language skills,cross-sectional,421,Estonian children aged 2;5-4;0 and their parents,9,29,48,stated,aged 2;5 to 4;0,ok,not stated,,4,Ages 2;5-4;0 in year;month notation converted to 29-48 months; language skills were mother-reported (CDI-III).,co-viewing of screens and screen socializing time,,child language skills,good,no_change,,,"No screen-based activity, including co-viewing and socializing time, positively related to language skills.","Introduction The study examined the relationship between screen time and types of screen activities engaged in by children, mothers, and fathers on weekends, and its association with mother-reported vocabulary and grammatical skills of children aged 2;5 to 4;0. Methods Mothers reported the language skills of 421 children (M age = 38.18 months; SD = 5.73) by the Estonian CDI-III, and the screen use of children, mothers, and fathers by the Screen Time Inventory. We applied Latent Class Analysis (LCA) to analyze the screen time of children, mothers, and fathers, aiming to identify common family screen use profiles. Results The results showed that higher total screen time of children was linked to poorer vocabulary and grammatical skills. None of the screen-based activities that children, mothers, and fathers engaged in, including co-viewing of screens and socializing time, were found to positively relate to language skills. Playing video games was negatively associated with children's language skills, regardless of whether it was the child, mother, or father gaming. LCA identified 3 distinct family screen use profiles (low, moderate, and high users) which differed by parental education, screen-based activities, and children's language skills. Discussion The findings underscore the significance of family-based interventions when addressing screen time within the context of child language development."
W4402498924,3,,,Weekend screen use of parents and children associates with child language skills,cross-sectional,421,Estonian children aged 2;5-4;0 and their parents,9,29,48,stated,aged 2;5 to 4;0,ok,not stated,,4,Ages 2;5-4;0 in year;month notation converted to 29-48 months; language skills were mother-reported (CDI-III).,"playing video games (by child, mother, or father)",no gaming,child language skills,good,decreased,,,Video gaming was negatively associated with children's language skills regardless of who in the family gamed.,"Introduction The study examined the relationship between screen time and types of screen activities engaged in by children, mothers, and fathers on weekends, and its association with mother-reported vocabulary and grammatical skills of children aged 2;5 to 4;0. Methods Mothers reported the language skills of 421 children (M age = 38.18 months; SD = 5.73) by the Estonian CDI-III, and the screen use of children, mothers, and fathers by the Screen Time Inventory. We applied Latent Class Analysis (LCA) to analyze the screen time of children, mothers, and fathers, aiming to identify common family screen use profiles. Results The results showed that higher total screen time of children was linked to poorer vocabulary and grammatical skills. None of the screen-based activities that children, mothers, and fathers engaged in, including co-viewing of screens and socializing time, were found to positively relate to language skills. Playing video games was negatively associated with children's language skills, regardless of whether it was the child, mother, or father gaming. LCA identified 3 distinct family screen use profiles (low, moderate, and high users) which differed by parental education, screen-based activities, and children's language skills. Discussion The findings underscore the significance of family-based interventions when addressing screen time within the context of child language development."
W4402498924,4,,,Weekend screen use of parents and children associates with child language skills,cross-sectional,421,Estonian children aged 2;5-4;0 and their parents,9,29,48,stated,aged 2;5 to 4;0,ok,not stated,,4,Ages 2;5-4;0 in year;month notation converted to 29-48 months; language skills were mother-reported (CDI-III).,"family screen use profile (low, moderate, high users)",,parental education and child language skills,unclear,unclear,,,"Latent class analysis identified three family screen-use profiles differing in education, activities and child language.","Introduction The study examined the relationship between screen time and types of screen activities engaged in by children, mothers, and fathers on weekends, and its association with mother-reported vocabulary and grammatical skills of children aged 2;5 to 4;0. Methods Mothers reported the language skills of 421 children (M age = 38.18 months; SD = 5.73) by the Estonian CDI-III, and the screen use of children, mothers, and fathers by the Screen Time Inventory. We applied Latent Class Analysis (LCA) to analyze the screen time of children, mothers, and fathers, aiming to identify common family screen use profiles. Results The results showed that higher total screen time of children was linked to poorer vocabulary and grammatical skills. None of the screen-based activities that children, mothers, and fathers engaged in, including co-viewing of screens and socializing time, were found to positively relate to language skills. Playing video games was negatively associated with children's language skills, regardless of whether it was the child, mother, or father gaming. LCA identified 3 distinct family screen use profiles (low, moderate, and high users) which differed by parental education, screen-based activities, and children's language skills. Discussion The findings underscore the significance of family-based interventions when addressing screen time within the context of child language development."
W4406127975,1,,,Screen on = development off? A systematic scoping review and a developmental psychology perspective on the effects of screen time on early childhood development,review,158 studies,children aged 0-36 months (screen time review),23,0,36,stated,children aged zero to 36 months,ok,not stated,research suggests various forms of screen time might pose a risk for various aspects of child development,1,"Systematic scoping review without pooling, coded review; the mixed pattern resists a single direction.",screen time,less or no screen time,"early developmental outcomes (sleep, cognition, language, motor, socio-emotional)",good,unclear,,,"Across most outcomes, undesirable and non-significant associations with screen time were comparably frequent and desirable associations few, suggesting moderation by child, context and content.","Research on the associations between screen time and child development suggests that various forms of screen time might pose a risk for various aspects of child development. However, data on the impact of exposure to screen media on the development of children under 3 years of age is comparatively scarce. Although the evidence available on the topic is evolving rapidly, no review of existing literature has yet encompassed a comprehensive set of developmental outcomes with a focus in the first 3 years of life. To address this research gap, the present literature review focused on the influences of screen time on various developmental outcomes of children aged zero to 36 months. These outcomes were sleep-related parameters, physical health, cognition, learning efficiency, language, motor skills, socio-emotional skills, social interaction, and overall development. To this end, ten databases were searched systematically, and 158 studies that were published between the launch of the iPhone in early 2007 until 2024 were included. Only studies that reported specific results for the age range of zero to 36 months were examined, including longitudinal studies with samples of children aged zero to 36 months at the first wave of assessment. For most outcomes, a comparable amount of undesirable and non-significant associations was found with children's screen time, while few desirable associations were reported. In line with the notion of resilience, these results indicate that characteristics of the child, the context, and/or the content moderate the associations between screen time and child development in early childhood, thus contributing to mitigating the potential of displacement of learning opportunities or even creating new learning opportunities. More studies with designs that can examine the causal effect of screen time on child development and that explicitly address the role of child, content, and context variables are needed."
W4414190774,1,,,Beyond the rules: an integrative review of parental perspectives on safer infant sleep in shared environments,review,60 studies,parents of infants under 12 months sharing sleep,1,0,12,stated,infants under 12 months who share a sleep surface,ok,not stated,SUDI remains one of the most significant contributors to post-neonatal infant death in many high-income countries | bedsharing remains common despite predominant risk elimination guidelines | most infant deaths in shared sleep environments are associated with additional risk factors,2,"Integrative qualitative review; findings are thematic, not quantitative.",bedsharing,,disclosure to health professionals,good,decreased,,,Families frequently refrain from disclosing bedsharing practices to health professionals; bedsharing often occurs outside conscious choice.,"Background: Despite public health campaigns promoting infant sleep safety, SUDI (including SIDS and fatal sleep accidents) remains one of the most significant contributors to post-neonatal infant death in many high-income countries. Bedsharing remains common despite predominant risk elimination guidelines, with many families struggling to follow rigid rules of avoidance. Risk minimisation considers the complexities of family life and recognises most infant deaths in shared sleep environments are associated with additional risk factors. Purpose and methods: Integrative review methodology was used to investigate the information parents need to minimise risk for infants under 12 months who share a sleep surface. Database searches included Scopus, CINAHL, PubMed, PsycNET and Emcare to identify peer-reviewed publications published January 2013-March 2025. Quality appraisal was undertaken using the QuADs tool. Results: A total of 60 articles met eligibility criteria. Twelve themes were generated from the data and grouped under four key domains: 1. Challenges in creating safer shared sleep environments, 2. Solutions/strategies used by parents to address challenges, 3. Family experiences when risk factors are present, and 4. Information needs of parents and caregivers. Families reported sharing sleep with infants, intentionally and accidentally, including those at a higher risk of SUDI. Bedsharing often occurs outside of a conscious parental 'choice', while families frequently refrain from disclosing bedsharing practices to health professionals. In the absence of formal guidance on safer shared sleep strategies, families generated their own solutions potentially increasing risk. Conclusion: Parents need universal access to non-judgmental, neutrally-worded support that allows them to 'prepare to share' and employ strategies to enhance infant sleep safety wherever, and whenever it occurs."
W4414190774,2,,,Beyond the rules: an integrative review of parental perspectives on safer infant sleep in shared environments,review,60 studies,parents of infants under 12 months sharing sleep,1,0,12,stated,infants under 12 months who share a sleep surface,ok,not stated,SUDI remains one of the most significant contributors to post-neonatal infant death in many high-income countries | bedsharing remains common despite predominant risk elimination guidelines | most infant deaths in shared sleep environments are associated with additional risk factors,2,"Integrative qualitative review; findings are thematic, not quantitative.",absence of formal guidance on safer shared sleep,,risk from parent-generated sleep strategies,bad,increased,,,"Without formal guidance, families generated their own shared-sleep solutions, potentially increasing risk.","Background: Despite public health campaigns promoting infant sleep safety, SUDI (including SIDS and fatal sleep accidents) remains one of the most significant contributors to post-neonatal infant death in many high-income countries. Bedsharing remains common despite predominant risk elimination guidelines, with many families struggling to follow rigid rules of avoidance. Risk minimisation considers the complexities of family life and recognises most infant deaths in shared sleep environments are associated with additional risk factors. Purpose and methods: Integrative review methodology was used to investigate the information parents need to minimise risk for infants under 12 months who share a sleep surface. Database searches included Scopus, CINAHL, PubMed, PsycNET and Emcare to identify peer-reviewed publications published January 2013-March 2025. Quality appraisal was undertaken using the QuADs tool. Results: A total of 60 articles met eligibility criteria. Twelve themes were generated from the data and grouped under four key domains: 1. Challenges in creating safer shared sleep environments, 2. Solutions/strategies used by parents to address challenges, 3. Family experiences when risk factors are present, and 4. Information needs of parents and caregivers. Families reported sharing sleep with infants, intentionally and accidentally, including those at a higher risk of SUDI. Bedsharing often occurs outside of a conscious parental 'choice', while families frequently refrain from disclosing bedsharing practices to health professionals. In the absence of formal guidance on safer shared sleep strategies, families generated their own solutions potentially increasing risk. Conclusion: Parents need universal access to non-judgmental, neutrally-worded support that allows them to 'prepare to share' and employ strategies to enhance infant sleep safety wherever, and whenever it occurs."
W4415041480,1,,,Combined and interaction effects of outdoor and reading time on myopia onset: evidence from over 210 000 schoolchildren in China,cohort,219802,"non-myopic primary school students, Tianjin, China",9,72,144,inferred,primary school students,ok,not stated,,4,Ages inferred from 'primary school students' in China (about 6-12 years); no numeric ages in abstract.,increased outdoor time,less outdoor time,myopia onset,bad,decreased,"HR = 0.86; 95% CI = 0.84, 0.89",ok,Outdoor time reduced myopia onset risk in a dose-dependent way (>3 hours HR 0.86; 2-3 hours 0.90; 1-2 hours 0.97).,"Background: While numerous studies have examined the individual effects of outdoor and reading time on myopia, the interaction between these factors in large populations remains underexplored. We hypothesised that increased outdoor exposure may mitigate the risk of myopia associated with prolonged reading. Methods: We included 219 802 initially non-myopic primary school students in the Tianjin Child and Adolescent Research of Eye study. We collected the behaviour exposure data via a questionnaire. We used Cox proportional hazard models, with semesters since entrance as the time scale, to assess the associations of outdoor and reading time with the onset of myopia. We evaluated interaction effects on the additive scale using a generalised propensity score-weighted Cox model, and quantified them by excess relative risk due to interaction (RERI), attributable proportion (AP), and synergy index (SI). Additionally, we conducted subgroup analyses to assess the robustness and consistency of the results. Results: Among the 219 802 children, 130 246 developed myopia, resulting in a cumulative incidence of 59.3% over three years. Increased outdoor time of 1-2 hours (hazard ratio (HR) = 0.97; 95% confidence interval (CI) = 0.95, 0.98), 2-3 hours (HR = 0.90; 95% CI = 0.88, 0.92), and >3 hours (HR = 0.86; 95% CI = 0.84, 0.89) were associated with a reduced risk of myopia onset, whereas prolonged reading time of 1-2 hours (HR = 1.02; 95% CI = 1.01, 1.03), >2 hours (HR = 1.03; 95% CI = 1.01, 1.05), and >3 hours (HR = 1.05; 95% CI = 1.03, 1.08) were linked to an increased risk. The interaction effects on the additive scale were significant between outdoor time and reading time with RERI of -0.04 (95% CI = -0.08, 0.00), AP of -0.04 (95% CI = -0.07, 0.00), and SI of 0.71 (95% CI = 0.50, -0.93), particularly in boys, those in grades from 1 to 3, and those with myopic parents. Conclusions: Outdoor time and reading time are not only independently related to the onset of myopia but also interact with each other. These findings highlight the importance of promoting outdoor time and managing reading time to inform targeted myopia prevention strategies."
